Accuracy 93.750000%
Weights in first level
-0.208544,0.348265,0.459339,0.463174,-0.044626,-0.038178,
-0.270674,0.210640,0.234428,0.020215,-0.439558,-0.281442,
0.155738,-0.242621,0.322707,0.459296,-0.047927,0.003078,
-0.377295,0.278610,-0.333521,-0.115217,0.089144,-0.014441,
0.143318,0.203094,0.261780,-0.335419,-0.388735,-0.269825,
0.337220,0.439707,-0.511521,-0.414587,-0.430471,-0.262408,
-0.085932,0.168013,-0.663384,-0.465903,-0.057898,-0.084118,
-0.132626,0.580795,0.149785,0.042941,-0.148474,-0.116909,
-0.285358,0.018307,-0.221105,0.040062,-0.286576,0.544413,
0.410999,0.627007,0.194020,-0.341337,0.659611,-0.248825,
-0.254843,0.638331,-0.570020,-0.189070,0.023108,-0.028667,
0.338073,0.409085,-0.267980,0.339315,-0.219437,0.340513,
0.045606,0.219094,0.147401,-0.158988,0.173334,-0.142357,
-0.525635,0.430550,-0.569762,0.271825,-0.034963,-0.341011,
0.308609,0.302848,-0.266457,0.110490,0.457708,-0.151409,
0.460170,-0.262759,0.017368,-0.169850,0.498893,-0.548707,
-0.273910,0.279603,-0.479417,0.006486,0.463726,-0.008694,
0.002041,0.057915,-0.117527,0.030857,-0.177546,0.287667,
-0.134597,0.160610,0.045606,0.191744,0.049210,-0.324051,
-0.198979,0.023874,0.213387,0.134532,0.231039,0.049671,
-0.064738,0.279696,-0.524723,-0.416002,-0.261930,0.237476,
-0.000462,0.227999,0.150081,0.398891,0.232167,0.330167,
0.000224,-0.138176,0.048146,0.433325,-0.050076,0.155171,
-0.278672,0.121697,0.021559,0.344086,0.341798,0.297121,
-0.020775,-0.494283,-0.259878,-0.152316,0.324991,0.202142,
-0.202510,-0.349551,0.289473,0.211449,0.185720,-0.261814,
0.293133,-0.085053,0.398959,0.041640,-0.034610,-0.013029,
0.192424,-0.321818,0.341300,-0.152954,-0.255509,0.008238,
-0.542760,0.243011,-0.387781,0.418468,0.523732,0.385305,
0.165712,-0.038251,-0.292462,-0.128345,0.403242,0.476140,
-0.157271,0.038165,-0.091315,-0.261786,-0.179802,-0.038411,
-0.109388,-0.385142,0.335026,-0.094938,-0.430624,-0.213657,
-0.163085,0.135398,0.321821,-0.095207,-0.412797,-0.461508,
0.462866,0.126053,0.238418,-0.053650,-0.137810,0.399844,
0.146325,0.016564,0.073457,0.305302,0.585275,0.327489,
-0.356479,0.131470,-0.133894,0.393181,0.483502,0.501643,
-0.199611,0.518716,-0.137578,-0.267375,0.015429,0.115112,
0.264630,0.312502,0.121071,0.099900,-0.006508,-0.304702,
0.469722,0.342062,0.149162,-0.421851,0.056068,-0.014824,
-0.409545,0.174428,-0.294171,0.328425,-0.044913,0.185730,
0.014165,0.483650,-0.303002,-0.130459,0.306373,0.123097,
-0.195401,0.136869,-0.305422,0.312616,0.210181,0.302795,
0.093006,0.397147,0.210700,-0.202488,-0.006066,0.255078,
-0.133996,0.264394,-0.065632,-0.028660,0.293903,-0.071345,
-0.268604,-0.129215,0.304300,0.128624,-0.274940,0.148580,
